	SRR1060753	SRR1060754	SRR1060755	SRR1060756	SRR1060757	SRR1060758	SRR1060759	SRR1060760	SRR1060761	SRR1060762	SRR1060763	SRR1060764	SRR1060765	SRR1060766	SRR1060767	SRR1060768	SRR1060769	SRR1060770	SRR1060771	SRR1060772	SRR1060773	SRR1060774	SRR1060775	SRR1060776	SRR1060777	SRR1060778	SRR1060779	SRR1060780	SRR1060781	SRR1060782	SRR1060783	SRR1060784	SRR1060785	SRR1060786	SRR1060787	SRR1060788	SRR1060789	SRR1060790	SRR1060791	SRR1060792	SRR1060793	SRR1060794	SRR1060795	SRR1060796	SRR1060797	SRR1060798	SRR1060799
abs.beta.NK.cells.resting	0.244694283626362	0.29910623569356704	1.01562338075874	0.0	0.0	0.455069863915227	0.0	0.312529903771402	0.511896137071715	0.0	0.0	0.368266511783043	0.0	0.0	1.0518340862040099	0.20355080989220609	0.0	0.0	0.437912370640236	0.33018159653898305	0.33811773698796005	0.32710405573493395	0.0	0.731074983791403	1.0643329925629799	0.997839470025	0.6049539583250179	0.022317054045250296	1.12469475540447	0.5512429666970571	0.510360223252721	0.413220087065189	0.454357294715775	0.396735457789651	0.5868368227912121	0.748046537935932	1.10620062954564	1.0371341073537799	0.535099188697127	0.050827235138448695	1.10399427970734	0.47138385248049697	0.460628692457705	0.3875916902432	0.4944661542806621	0.426412730977825	0.5628866230400611
abs.beta.NK.cells.activated	0.325451349645528	0.17006391359577	0.0	0.8436066293823481	0.0703371272273396	0.5537113536777359	0.45362641465807707	0.0	0.0	0.309475978845083	0.43859979651245895	0.161641407294671	0.546482476281124	0.458307548618507	0.0	0.6381757196886739	0.0859323605464176	1.11137534682753	0.128738194870866	0.0	0.242529106071423	0.27065631695632	0.5187147353740089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.074348400917396	0.0	0.0	0.0	0.0	0.0	0.0	0.030959869808863307	0.0	0.00741933029385763	0.0733833991842152	0.0	0.15591253503838398	0.0	0.0	0.0
Monocytes	0.8985418680372901	1.92230015933305	1.14036347923327	0.0545595288543974	0.0	0.9900211766042991	0.0	0.101039047544892	0.0	1.9327937168300102	0.0	0.114019587485614	0.2419423296666569	3.5152069356155	1.11978688248351	0.13552952986131	0.0	0.60967232304366	0.102082015227893	0.025963323137407	0.14980777599516698	1.24725031038254	0.0	0.7243809056049009	0.7231315024113271	1.17902945927785	0.976041832825647	0.0	1.90394216003867	0.0	0.0	0.0	0.017570421248071698	0.05009405678430191	0.0259934172646539	0.860375984973128	0.8143814656223729	1.06598296287015	0.0	0.0	1.81521081110269	0.0	0.0	0.8922578603548041	0.116787067217567	0.0	0.57714970359395
abs.beta.Macrophages.M0	0.7354665756371441	0.231766068607732	0.0	0.0	0.04268921425533871	0.0	0.45893519959966994	0.27117270990393	0.502171161715964	0.058395666025378	0.38971629116875295	0.41440311855549394	0.6996200372545199	0.15594865352767998	0.0	0.0	0.0346270738743773	0.0	0.5134372516507411	0.323863068888688	0.5276979074898922	0.127840744023867	0.3952735920221189	0.8401289628923521	0.0	0.0	0.0	0.06273719060756901	0.0	0.188172447958666	0.19255118393870505	0.274718291206272	0.24046346992481102	0.20663144236343609	0.24376866241913706	0.9006065689739609	0.0	0.0	0.0	0.0626086154253341	0.0	0.20458194350889197	0.22861457579609695	0.4353914031041	0.2320445270982861	0.30803609122219305	0.25314777402523203
Macrophages_M1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Macrophages_M2	0.0	0.0125748692674413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0535518324311293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
abs.beta.Dendritic.cells.resting	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
abs.beta.Dendritic.cells.activated	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
abs.beta.Mast.cells.resting	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
abs.beta.Mast.cells.activated	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eosinophils	0.0	0.166238139700859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059180327053392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Neutrophils	6.02803071680511	3.7864036802374095	2.25245000188509	3.4863486485103397	6.8548712383208015	3.17522803794467	4.1908739652024005	3.9630019742582094	4.19747417666498	4.57887438078704	4.569874734621861	4.36740733249131	6.17924405070565	3.5728133072202004	2.30610900408165	3.3629240444890804	6.716416112039091	3.25620527782677	4.038338999788571	4.06490319800455	3.96275207187275	4.10178795679254	4.462947122954151	6.882453268028559	2.98644778070992	2.90570425514067	3.4646218856447297	8.171043422355549	4.196566577100181	5.77344929275687	5.529520435150861	5.4272921517756405	5.743073897845701	5.7573105347103395	5.749913602980841	6.742621765067041	2.86641612100023	3.0391822594254	4.022257404309402	8.15398121715622	3.8652658543365	5.74250178822216	5.69405225543881	4.41026669174427	5.85642884877291	5.16404527980311	5.63465425679672
T_cells	1.0859080347941708	0.804902474931313	2.256596472367435	1.876097330457865	0.8825816840206588	2.1379246125423776	1.4156183545032168	1.3510628162132208	1.2764706359116529	1.7664930364596418	1.3905949411957603	1.212282091653096	0.9733113454252948	1.146912287752537	1.95507155883463	1.893378988574664	0.8986279127289641	1.9570762853690633	1.1290225075174414	1.377022845802097	1.194082604086447	0.9708972363062884	1.3857468318789041	0.9372564190576472	2.187866136547158	2.2013206793071567	2.856204676367379	0.6897344352476071	2.079086232794224	1.35881189806613	1.3625341995894558	1.5145358823738342	1.44151318377395	1.2124285694519104	1.305506182819394	0.9233629509312944	2.0600996592552008	2.196522623289468	2.6819327310658796	0.605648694914673	2.075206545958625	1.373447958487378	1.413387939459475	1.317704110394187	1.3675333944414814	1.4460400457862652	1.298224115994647
CD4_T_cells	0.5770073235337638	0.3686385930068712	0.802207294730525	0.7169631499736051	0.6958120115024921	1.655999861758639	0.771788605167348	0.7139604333124141	0.7181688423990613	1.187279965752921	0.8094504561029934	0.6242648544378621	0.5007334731257198	0.8926672450198441	1.2798874566445648	1.0411160668553112	0.7556310217070091	1.178960316951461	0.6021878911947381	0.7441891269053169	0.5995260396588791	0.7458228047184865	0.9187742382860388	0.6036247387899489	0.4955235271346482	0.20365063502778752	1.759986415381229	0.3298932120686711	1.8478504244618907	0.9279272681749662	0.8564289899177149	0.896416804097387	0.8433037858934699	0.5484202834835755	0.8455248482148501	0.6073162779681993	0.493853884598311	0.5225247883137375	1.531654106757499	0.325481969729229	1.9452467592428535	0.8951831415978091	0.8894341199663329	0.7401523288604179	0.8449322101675861	0.8380816771701559	0.795407911177793
Macrophages	0.7354665756371441	0.2443409378751733	0.0	0.0	0.04268921425533871	0.0	0.45893519959966994	0.27117270990393	0.502171161715964	0.058395666025378	0.38971629116875295	0.41440311855549394	0.6996200372545199	0.15594865352767998	0.0	0.0	0.0346270738743773	0.0	0.5134372516507411	0.323863068888688	0.5276979074898922	0.1813925764549963	0.3952735920221189	0.8401289628923521	0.0	0.0	0.0	0.06273719060756901	0.0	0.188172447958666	0.19255118393870505	0.274718291206272	0.24046346992481102	0.20663144236343609	0.24376866241913706	0.9006065689739609	0.0	0.0	0.0	0.0626086154253341	0.0	0.20458194350889197	0.22861457579609695	0.4353914031041	0.2320445270982861	0.30803609122219305	0.25314777402523203
NK_cells	0.5701456332718899	0.4691701492893372	1.01562338075874	0.8436066293823481	0.0703371272273396	1.008781217592963	0.45362641465807707	0.312529903771402	0.511896137071715	0.309475978845083	0.43859979651245895	0.5299079190777141	0.546482476281124	0.458307548618507	1.0518340862040099	0.8417265295808801	0.0859323605464176	1.11137534682753	0.5666505655111022	0.33018159653898305	0.580646843059383	0.5977603726912539	0.5187147353740089	0.731074983791403	1.0643329925629799	0.997839470025	0.6049539583250179	0.022317054045250296	1.12469475540447	0.5512429666970571	0.510360223252721	0.48756848798258506	0.454357294715775	0.396735457789651	0.5868368227912121	0.748046537935932	1.10620062954564	1.0371341073537799	0.5660590585059904	0.050827235138448695	1.1114136100011975	0.5447672516647122	0.460628692457705	0.5435042252815839	0.4944661542806621	0.426412730977825	0.5628866230400611
B_cells	0.116961373606828	0.2852739356659559	1.084720677957704	0.903085555435745	0.2965548444433572	1.035004180965518	0.9145222391258616	0.7642522005291501	0.3976803635222627	0.1673915912898569	0.528468274770627	0.3624255053314689	0.21668985708694197	0.3814589448639049	1.154291162885266	0.7736509476066179	0.3203953623223553	0.9778011011892028	0.3970478249210829	0.6940409832833929	0.4102786098740308	0.016478647299030803	0.535435435286816	0.122836686009738	0.968006530771719	0.9022548903472071	0.465449781298516	0.4148491219826696	0.9237640062500792	0.7131699417958791	0.8356271236120841	0.678276147865915	0.8011411568260619	0.777787228810841	0.8521768408960292	0.133693298809724	1.066601655215646	0.8698739093534531	1.008961157670428	0.4500646226267021	0.8007185308708957	0.7277070482213771	0.728616238148903	0.6776156851539521	0.8131806379663271	0.8294046504842261	0.6634306442045649
Dendritic_cells	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lymphocytes	1.7730150416728887	1.559346559886606	4.356940531083879	3.6227895152759584	1.2494736556913555	4.181710011100859	2.7837670082871555	2.427844920513773	2.186047136505631	2.2433606065945817	2.3576630124788456	2.104615516062278	1.7364836787933609	1.986678781234949	4.161196807923907	3.5087564657621617	1.3049556355977372	4.0462527333857965	2.0927208979496257	2.4012454256244733	2.1850080570198607	1.5851362562965732	2.4398970025397286	1.791168088858788	4.220205659881857	4.101415039679365	3.9266084159909136	1.1269006112755269	4.127544994448772	2.6232248065590658	2.7085215464542607	2.680380518222334	2.6970116353157874	2.3869512560524027	2.744519846506635	1.80510278767695	4.232901944016486	4.103530639996701	4.256952947242299	1.1065405526798235	3.98733868683072	2.6459222583734667	2.602632870066084	2.5388240208297232	2.67518018668847	2.701857427248316	2.524541383239273
Non_plasma_B_cells	0.0	0.06774711811519887	0.6796022022031489	0.431879515994468	0.0591501803289372	0.5578648094373759	0.5185756035590529	0.40460570434549	0.0872519664771807	0.0690974808073287	0.286353164082492	0.0773451343721709	0.10821100199347	0.25897399092491	0.6711226906301141	0.3845270171774161	0.11413407904452437	0.5074536186265229	0.15005841221729901	0.35226300913440994	0.0989039110398308	0.016478647299030803	0.32326168416059003	0.0	0.6453523891071021	0.63143315696908	0.29538309415584696	0.0215482822336915	0.481997312593484	0.33278394662085703	0.380388493706851	0.314818512757977	0.376428457768748	0.38120833071955607	0.3748312223229132	0.0	0.7155182610200559	0.6095622191798371	0.702169714528601	0.032665622568034	0.3956633917251836	0.38531919277034704	0.301184624205632	0.34130648145140696	0.374257163278705	0.4187747136331421	0.256328453980601
