	CCRCC_5	CCRCC_17	CCRCC_10	CCRCC_19	CCRCC_3	CCRCC_25	CCRCC_22	CCRCC_18	CCRCC_26	CCRCC_9	CCRCC_30	CCRCC_13	CCRCC_24	CCRCC_15	CCRCC_27	CCRCC_11	CCRCC_1	CCRCC_4	CCRCC_16	CCRCC_7	CCRCC_6	CCRCC_23	CCRCC_14	CCRCC_31	CCRCC_28	CCRCC_21	CCRCC_8	CCRCC_12
relative.beta.NK.cells.resting	3.4647227000197995	2.35504288792882	3.5653604237752403	2.19151857776422	9.496922775393289	1.5643238360877298	13.9718270114791	0.2997461472244889	0.0	0.0	4.2355222336505705	0.0	0.0	2.38550280595541	1.14594667690272	1.8254124577659896	3.7341935312910803	0.0	13.124176599933302	7.62893404166943	1.07360545205908	0.0	0.0	3.2555900622361804	0.09752072780051473	16.8658204880327	0.0	0.0
relative.beta.NK.cells.activated	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95440839669682	3.79901860145807	0.0	0.0	0.49478569564655994	0.0	0.0
Monocytes	15.0575047735941	25.6490583137681	50.454850259857494	11.429037147646401	25.2508136498298	11.198067450475301	50.79777421377679	29.4986561843145	9.74241414910235	12.902215687153802	24.150153352887997	19.20192641003049	7.274759870635242	4.368646217760641	28.087743971123103	10.203856466889697	19.83777563160989	17.7600383996963	35.98373711219939	32.447314463903396	5.6849345490212695	30.301797572929	13.280584379881198	32.1835568363242	7.064200498689148	17.2442643607003	16.2750925928374	8.822349909213491
relative.beta.Macrophages.M0	3.43526082029206	0.0	8.64046016831411	29.8674404188353	4.0870399986041805	8.36545391715967	0.0	12.397820427756601	0.283956731383057	0.0	49.134494012339495	0.0	0.7259194055418029	46.5305338067659	10.4817719204916	18.223068870913803	0.0	16.9005821385663	0.0	11.074288057964802	9.96461768929919	37.812701187681796	11.0433810174585	0.0	47.5598128927804	26.0590251754708	2.84612376503218	0.0
Macrophages_M1	2.8948272651087796	6.905054549775751	5.112968854417099	2.91124227255068	0.4521010462598379	5.85475083650925	5.521470167915131	5.1733893325465	9.87140323286696	9.82382947322408	0.3709705141972871	13.1473663934016	3.03711255471865	3.42299115850219	2.00804011597389	0.0	10.3302915369938	10.0185695138036	0.0	2.14064649847082	5.59272416628627	2.61811327868559	6.1163636318083805	5.20452974676772	0.0	5.2238374084492305	10.954135041688001	11.916740927609501
Macrophages_M2	42.765193612305495	29.012402383944007	16.032416046036502	23.5928721489212	38.13804289190179	40.7315806666071	9.59122612006484	26.937124633635	41.1486006911596	28.6355353670604	13.579102248195401	37.046772802355385	8.755318560568261	16.883346221805198	50.742353484497	27.0290926146612	30.8939421487056	23.56162023550231	31.919901126610103	32.659668850462204	41.6481714640381	18.9752720400942	35.265764793806994	36.2378845996368	31.415311507568607	5.547532583172719	31.711286406699003	31.616956783747305
relative.beta.Dendritic.cells.resting	0.0	2.4778046812319503	0.0	0.56835527308428	0.0	0.39471419443763	0.0	3.1191145340068704	2.44826490623498	6.951453014996528	0.0	2.52523801945914	3.7699959684607296	1.1242616542456498	0.0	0.122209571815256	0.3069089506636189	0.0	0.0	0.0	2.96700019144341	0.0	5.35941132550309	2.08163386652092	0.0	0.0	3.7631314792178	5.575245523998589
relative.beta.Dendritic.cells.activated	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
relative.beta.Mast.cells.resting	12.026369551126402	0.0	0.0	3.01324236137003	3.2789466651479198	0.0	0.0	0.0	1.32147246563715	0.0	0.0	0.0	2.6985909488549	0.0	0.0	0.0	0.0	4.80668108652658	6.35440742025049	11.615598532195198	8.645977649806019	0.0	2.12878680852249	0.0	5.038865889895151	0.0	1.18396932932446	0.0
relative.beta.Mast.cells.activated	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eosinophils	0.0	0.0	0.0	1.17603830241845	0.0	0.0	0.0	3.1288434175534503	0.0	0.0	0.0	0.0	0.0	4.567788598361879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15557306623679	0.692893666292288	0.0	3.77618188391357	0.0	0.0	0.4033971146822101
Neutrophils	3.6898450741015902	0.0	0.0	4.896740723327519	0.0	2.14654461875231	0.0	2.72966804409294	2.04982702354879	0.0	6.767813915689799	0.0	7.29593494662675	1.6191063907784802	0.3561255422448061	0.984318083515729	0.0	1.3290309819273602	0.0	0.0	0.0	1.33091118910517	2.96371407870296	0.0	3.79745841639556	0.0	0.0	1.5713812505901101
Macrophages	49.09528169770635	35.91745693371976	29.785845068767706	56.37155484030718	42.677183936765815	54.951785420276025	15.11269628797997	44.5083343939381	51.30396065540961	38.45936484028448	63.084566774732195	50.19413919575699	12.518350520828712	66.83687118707329	63.232165520962475	45.252161485575	41.224233685699396	50.48077188787221	31.919901126610103	45.87460340689783	57.20551331962356	59.4060865064616	52.425509443073885	41.442414346404526	78.975124400349	36.830395167092746	45.51154521341918	43.533697711356794
B_cells	0.0	0.0	0.0	3.22422459240789	0.0	0.0	0.0	0.0	0.0	0.14133660801793602	0.0	0.0	46.68708359985639	0.0	0.0	5.153317433414499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.73108207448893	7.261723433783572	0.0
CD4_T_cells	0.0	0.0	0.0	12.603609278126301	0.0	8.38615190646312	11.5613094025436	0.0	0.0	0.0	0.0	0.7416237817094641	0.0	10.0809660820971	0.0	28.056392140585604	0.0	0.0	0.0	0.0	11.7391752008836	1.28930120622167	6.285447669266482	0.0	1.25064818295708	0.0	12.8187937651302	0.0
Non_plasma_B_cells	0.0	0.0	0.0	3.22422459240789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.153317433414499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.73108207448893	7.261723433783572	0.0
Dendritic_cells	0.0	2.4778046812319503	0.0	0.56835527308428	0.0	0.39471419443763	0.0	3.1191145340068704	2.44826490623498	6.951453014996528	0.0	2.52523801945914	3.7699959684607296	1.1242616542456498	0.0	0.122209571815256	0.3069089506636189	0.0	0.0	0.0	2.96700019144341	0.0	5.35941132550309	2.08163386652092	0.0	0.0	3.7631314792178	5.575245523998589
T_cells	16.6662762034518	33.6006371833513	16.193944247599493	17.129288181673978	19.296132972863198	29.744564479971014	20.11770248676404	16.7156372788696	33.134060800067054	41.54562984954733	1.76194372303948	28.07869637475347	19.7552841447373	19.09782314582468	7.178018288766871	36.45872450102381	34.8968882007361	25.6234776439775	12.617777741006696	2.43354955533414	24.422968838046604	5.85122326857069	19.35008169656608	21.0368048885142	1.25064818295708	25.8336522140387	26.004537951417603	40.093928490158795
NK_cells	3.4647227000197995	2.35504288792882	3.5653604237752403	2.19151857776422	9.496922775393289	1.5643238360877298	13.9718270114791	0.2997461472244889	0.0	0.0	4.2355222336505705	0.0	0.0	2.38550280595541	1.14594667690272	1.8254124577659896	3.7341935312910803	0.0	13.124176599933302	7.62893404166943	1.07360545205908	1.95440839669682	3.79901860145807	3.2555900622361804	0.09752072780051473	17.36060618367926	0.0	0.0
Lymphocytes	20.130998903471607	35.95568007128012	19.75930467137474	22.545031351846088	28.79305574825649	31.30888831605874	34.08952949824314	17.01538342609409	33.134060800067054	41.686966457565276	5.997465956690051	28.07869637475347	66.44236774459371	21.483325951780085	8.32396496566959	43.437454392204295	38.63108173202718	25.6234776439775	25.741954340939998	10.06248359700357	25.49657429010568	7.805631665267509	23.14910029802415	24.292394950750374	1.3481689107575947	45.92534047220689	33.266261385201176	40.093928490158795
